booking_id,customer_id,hotel_id,room_id,booking_date,check_in_date,check_out_date,lead_time,adults,children,meal_plan,market_segment,booking_status,adr,total_nights,special_requests,booking_channel,discount_percentage,booking_revenue,total_guests
10824,1668,33,913,2025-02-25,2025-04-28,2025-05-03,62,5,1,Half Board,Offline,Confirmed,21038,5,0,Travel Agent,23,105190,6
10825,3692,22,984,2025-07-31,2025-10-16,2025-10-29,77,4,2,Half Board,Travel Agent,Confirmed,3716,13,3,Website,6,48308,6
10826,4253,10,1686,2025-04-24,2025-04-27,2025-05-11,3,4,3,Breakfast,Travel Agent,Canceled,8928,14,2,Walk-in,32,124992,7
10827,3594,19,585,2026-02-22,2026-04-22,2026-04-28,59,2,0,Full Board,Online,Checked Out,7085,6,1,Website,33,42510,2
10828,3760,100,1006,2025-07-17,2025-07-29,2025-08-07,12,5,2,Breakfast,Offline,Confirmed,11578,9,3,App,18,104202,7
10829,4784,65,1149,2025-08-28,2025-09-23,2025-10-06,26,3,3,Half Board,Travel Agent,Canceled,24989,13,1,Travel Agent,8,324857,6
10830,2672,75,1135,2024-09-28,2024-11-19,2024-11-21,52,4,3,Breakfast,Online,Canceled,10661,2,2,Walk-in,1,21322,7
10831,4177,82,488,2026-04-09,2026-04-15,2026-04-16,6,3,2,Half Board,Offline,Confirmed,3430,1,3,Walk-in,2,3430,5
10832,4440,30,1588,2024-12-28,2025-01-29,2025-02-10,32,2,1,Breakfast,Travel Agent,Checked Out,7270,12,0,Travel Agent,32,87240,3
10833,1518,7,16,2025-02-16,2025-03-16,2025-03-21,28,1,4,Full Board,Travel Agent,Canceled,4141,5,2,Travel Agent,8,20705,5
10834,2514,99,886,2025-10-03,2025-11-07,2025-11-11,35,5,0,Full Board,Offline,Checked Out,17962,4,5,Walk-in,29,71848,5
10835,183,75,506,2025-04-24,2025-05-11,2025-05-26,17,1,3,Half Board,Corporate,Checked Out,3711,15,0,Travel Agent,0,55665,4
10836,2833,32,1344,2024-10-31,2025-01-02,2025-01-11,63,5,0,Breakfast,Offline,Confirmed,24584,9,5,App,7,221256,5
10837,637,86,464,2025-07-21,2025-09-12,2025-09-13,53,5,4,Full Board,Online,Confirmed,8758,1,1,Walk-in,19,8758,9
10838,3971,74,1493,2025-02-27,2025-05-15,2025-05-21,77,4,0,Breakfast,Travel Agent,Confirmed,23209,6,0,Website,13,139254,4
10839,3080,26,568,2026-02-08,2026-02-12,2026-02-22,4,1,1,Full Board,Offline,Canceled,5664,10,3,Travel Agent,16,56640,2
10840,4950,63,340,2025-08-09,2025-10-12,2025-10-17,64,3,2,Breakfast,Offline,Confirmed,15654,5,0,App,19,78270,5
10841,1913,38,527,2024-11-14,2024-11-19,2024-12-03,5,4,3,Breakfast,Travel Agent,Checked Out,20175,14,1,Walk-in,1,282450,7
10842,4700,66,618,2025-06-18,2025-06-30,2025-07-08,12,3,4,Full Board,Offline,Confirmed,3406,8,0,Walk-in,40,27248,7
10843,1583,53,1964,2025-12-22,2026-02-14,2026-02-20,54,4,0,Half Board,Offline,Canceled,10076,6,2,App,27,60456,4
10844,1728,14,29,2026-01-04,2026-03-13,2026-03-26,68,3,2,Full Board,Corporate,Canceled,18600,13,5,Website,38,241800,5
10845,1290,4,626,2026-04-18,2026-06-28,2026-07-07,71,3,1,Breakfast,Travel Agent,Confirmed,4453,9,2,Travel Agent,35,40077,4
10846,2794,31,1257,2024-09-17,2024-10-02,2024-10-16,15,3,4,Full Board,Travel Agent,Confirmed,14503,14,1,Travel Agent,10,203042,7
10847,4207,4,899,2024-11-17,2025-01-17,2025-01-27,61,2,2,Breakfast,Corporate,Canceled,24072,10,4,Walk-in,8,240720,4
10848,2304,78,1470,2025-06-03,2025-07-14,2025-07-22,41,4,2,Full Board,Online,Confirmed,23815,8,1,Walk-in,19,190520,6
10849,4619,86,236,2026-05-08,2026-07-14,2026-07-23,67,3,4,Breakfast,Online,Confirmed,14916,9,3,App,7,134244,7
10850,4393,71,1990,2025-10-22,2026-01-02,2026-01-10,72,1,3,Full Board,Corporate,Confirmed,20177,8,1,Walk-in,31,161416,4
10851,2288,80,1637,2024-11-30,2025-02-26,2025-03-01,88,4,3,Full Board,Online,Confirmed,19112,3,3,Website,36,57336,7
10852,4231,5,1496,2026-02-23,2026-05-09,2026-05-23,75,5,3,Full Board,Corporate,Confirmed,9173,14,2,Walk-in,8,128422,8
10853,1485,5,287,2024-09-17,2024-10-03,2024-10-08,16,4,3,Breakfast,Travel Agent,Checked Out,14490,5,3,Walk-in,11,72450,7
10854,1155,28,367,2024-12-11,2025-02-15,2025-02-18,66,5,1,Full Board,Online,Confirmed,23090,3,2,Website,15,69270,6
10855,4738,11,1950,2025-10-03,2025-10-07,2025-10-20,4,5,2,Half Board,Corporate,Canceled,12334,13,4,Walk-in,8,160342,7
10856,4304,13,1490,2024-09-08,2024-10-08,2024-10-14,30,1,0,Full Board,Travel Agent,Canceled,9457,6,4,Travel Agent,18,56742,1
10857,2041,74,1899,2024-06-07,2024-06-24,2024-07-04,17,5,1,Breakfast,Offline,Confirmed,8047,10,3,Website,14,80470,6
10858,1820,52,467,2024-11-29,2024-12-16,2024-12-21,17,2,3,Half Board,Online,Confirmed,20476,5,1,Website,35,102380,5
10859,4857,9,909,2025-05-10,2025-07-08,2025-07-17,59,3,4,Full Board,Travel Agent,Canceled,3700,9,1,Travel Agent,36,33300,7
10860,2345,44,525,2025-06-26,2025-09-07,2025-09-15,73,4,0,Half Board,Offline,Canceled,15261,8,0,Travel Agent,1,122088,4
10861,209,38,134,2026-03-20,2026-06-15,2026-06-18,87,4,3,Half Board,Corporate,Canceled,19893,3,0,Travel Agent,8,59679,7
10862,818,8,1340,2025-04-18,2025-06-23,2025-07-08,66,2,1,Full Board,Corporate,Checked Out,5132,15,2,Walk-in,37,76980,3
10863,428,76,5,2024-12-15,2024-12-18,2024-12-25,3,3,2,Half Board,Travel Agent,Checked Out,13948,7,1,Website,32,97636,5
10864,2129,60,83,2024-05-18,2024-06-17,2024-06-20,30,1,0,Half Board,Corporate,Canceled,9817,3,1,Walk-in,39,29451,1
10865,2489,39,1738,2025-12-04,2025-12-30,2026-01-13,26,5,1,Breakfast,Online,Canceled,14351,14,3,Walk-in,28,200914,6
10866,574,35,1829,2026-04-07,2026-04-24,2026-04-28,17,4,3,Half Board,Online,Checked Out,3594,4,2,Travel Agent,6,14376,7
10867,2658,11,52,2026-05-08,2026-07-30,2026-08-10,83,5,3,Breakfast,Travel Agent,Confirmed,10492,11,5,Website,16,115412,8
10868,4097,92,1709,2025-09-18,2025-09-27,2025-09-30,9,1,3,Breakfast,Travel Agent,Canceled,21636,3,0,Walk-in,1,64908,4
10869,1971,44,774,2025-08-21,2025-10-15,2025-10-24,55,5,2,Full Board,Corporate,Canceled,20985,9,1,App,23,188865,7
10870,970,95,233,2026-04-19,2026-06-22,2026-07-04,64,1,2,Half Board,Travel Agent,Checked Out,22371,12,1,App,40,268452,3
10871,4327,57,134,2024-08-19,2024-08-27,2024-09-06,8,4,1,Half Board,Corporate,Checked Out,23792,10,3,Walk-in,32,237920,5
10872,1326,52,1513,2024-10-20,2024-12-29,2025-01-13,70,1,1,Half Board,Online,Checked Out,16113,15,0,Travel Agent,13,241695,2
10873,4041,10,1042,2024-11-17,2024-12-11,2024-12-14,24,1,2,Breakfast,Offline,Canceled,18881,3,3,Travel Agent,2,56643,3
10874,3706,87,1199,2025-12-04,2026-01-23,2026-02-05,50,1,2,Full Board,Travel Agent,Confirmed,9227,13,5,Walk-in,10,119951,3
10875,403,78,592,2026-03-02,2026-03-04,2026-03-05,2,1,2,Full Board,Offline,Checked Out,12377,1,0,Travel Agent,13,12377,3
10876,553,65,949,2024-08-08,2024-08-16,2024-08-21,8,2,3,Half Board,Offline,Confirmed,14938,5,2,Travel Agent,2,74690,5
10877,1353,21,310,2024-06-16,2024-09-03,2024-09-08,79,3,0,Breakfast,Corporate,Canceled,20318,5,2,Website,8,101590,3
10878,1698,64,1677,2026-02-15,2026-03-25,2026-04-08,38,1,3,Full Board,Travel Agent,Confirmed,20844,14,0,App,21,291816,4
10879,3542,66,55,2025-12-06,2026-01-18,2026-01-19,43,4,2,Breakfast,Offline,Canceled,11343,1,5,App,0,11343,6
10880,2265,99,175,2025-04-23,2025-05-12,2025-05-22,19,2,2,Half Board,Offline,Checked Out,24356,10,0,Walk-in,15,243560,4
10881,726,76,1825,2025-05-16,2025-05-18,2025-05-25,2,1,3,Full Board,Offline,Confirmed,23848,7,2,Website,32,166936,4
10882,3636,80,884,2026-02-27,2026-05-05,2026-05-20,67,5,4,Breakfast,Corporate,Confirmed,23718,15,4,Travel Agent,1,355770,9
10883,608,25,1221,2025-02-16,2025-03-29,2025-04-10,41,4,1,Breakfast,Corporate,Confirmed,23107,12,3,Website,20,277284,5
10884,2748,40,507,2025-03-11,2025-04-03,2025-04-18,23,5,2,Breakfast,Offline,Checked Out,21967,15,0,Travel Agent,20,329505,7
10885,1417,34,208,2025-12-20,2026-02-24,2026-02-27,66,1,4,Half Board,Online,Canceled,24554,3,2,App,23,73662,5
10886,4689,10,915,2024-10-03,2024-10-19,2024-10-22,16,3,2,Half Board,Offline,Confirmed,10565,3,4,App,20,31695,5
10887,923,5,1664,2026-02-11,2026-03-25,2026-03-30,42,3,1,Full Board,Offline,Canceled,23926,5,3,Website,16,119630,4
10888,465,30,680,2024-10-19,2025-01-05,2025-01-18,78,2,4,Breakfast,Online,Checked Out,12647,13,5,App,15,164411,6
10889,4036,77,953,2025-09-08,2025-12-03,2025-12-12,86,3,3,Half Board,Travel Agent,Canceled,14801,9,4,Walk-in,37,133209,6
10890,1403,26,1388,2025-06-19,2025-09-05,2025-09-18,78,1,3,Full Board,Corporate,Checked Out,24283,13,2,Walk-in,20,315679,4
10891,3867,25,1617,2026-04-11,2026-06-03,2026-06-13,53,1,0,Half Board,Offline,Checked Out,11716,10,1,App,28,117160,1
10892,1771,85,886,2024-10-28,2024-12-05,2024-12-14,38,3,0,Half Board,Travel Agent,Checked Out,3413,9,5,Website,20,30717,3
10893,1896,66,1632,2026-03-18,2026-05-31,2026-06-07,74,3,1,Full Board,Offline,Canceled,6133,7,4,Walk-in,39,42931,4
10894,342,97,1464,2026-03-08,2026-05-20,2026-06-01,73,2,4,Full Board,Travel Agent,Canceled,16673,12,0,App,28,200076,6
10895,1949,23,1961,2025-09-04,2025-09-27,2025-10-12,23,5,3,Full Board,Offline,Canceled,23537,15,1,Walk-in,34,353055,8
10896,1757,3,1400,2025-11-19,2026-02-06,2026-02-11,79,4,3,Full Board,Corporate,Confirmed,6360,5,3,Website,5,31800,7
10897,2051,94,1570,2025-03-29,2025-04-29,2025-05-12,31,5,1,Breakfast,Corporate,Checked Out,11233,13,0,Walk-in,10,146029,6
10898,2697,2,82,2024-08-20,2024-09-10,2024-09-18,21,4,2,Full Board,Corporate,Canceled,19453,8,4,App,33,155624,6
10899,3165,48,1281,2025-03-30,2025-06-11,2025-06-17,73,3,4,Breakfast,Offline,Canceled,11537,6,4,App,37,69222,7
10900,4157,1,86,2025-04-14,2025-04-15,2025-04-24,1,2,1,Full Board,Corporate,Checked Out,12573,9,2,Travel Agent,37,113157,3
10901,1059,94,1282,2026-04-05,2026-06-11,2026-06-16,67,5,4,Half Board,Offline,Canceled,8743,5,4,Walk-in,28,43715,9
10902,4120,48,490,2026-02-10,2026-02-27,2026-03-09,17,4,2,Breakfast,Corporate,Canceled,22513,10,3,Walk-in,19,225130,6
10903,1431,81,1846,2024-11-19,2024-12-21,2024-12-29,32,5,0,Half Board,Online,Checked Out,12720,8,0,App,34,101760,5
10904,3954,87,1079,2025-03-27,2025-04-16,2025-04-27,20,4,1,Half Board,Offline,Confirmed,13733,11,4,Website,27,151063,5
10905,4606,43,1626,2024-06-18,2024-08-21,2024-08-30,64,5,0,Half Board,Online,Confirmed,21803,9,0,App,10,196227,5
10906,1470,4,16,2024-10-06,2024-12-13,2024-12-16,68,1,3,Full Board,Travel Agent,Confirmed,8790,3,4,App,21,26370,4
10907,3583,44,1274,2026-01-15,2026-02-20,2026-02-25,36,3,2,Full Board,Travel Agent,Canceled,21290,5,2,Travel Agent,0,106450,5
10908,85,23,624,2025-03-23,2025-04-02,2025-04-14,10,4,0,Half Board,Offline,Canceled,13549,12,3,Walk-in,28,162588,4
10909,2546,46,1263,2025-05-22,2025-06-17,2025-06-24,26,2,3,Breakfast,Corporate,Canceled,10639,7,0,Walk-in,26,74473,5
10910,2033,27,1469,2026-04-20,2026-06-24,2026-06-25,65,5,0,Breakfast,Offline,Checked Out,3653,1,5,App,16,3653,5
10911,4448,45,688,2024-05-27,2024-08-20,2024-08-21,85,5,2,Full Board,Corporate,Checked Out,21325,1,5,Walk-in,38,21325,7
10912,388,37,627,2024-10-19,2024-10-27,2024-11-11,8,2,0,Half Board,Online,Confirmed,15412,15,2,Travel Agent,26,231180,2
10913,1950,88,522,2026-01-30,2026-03-22,2026-04-02,51,4,3,Half Board,Travel Agent,Confirmed,6925,11,2,Website,2,76175,7
10914,781,18,1755,2025-10-03,2025-11-06,2025-11-08,34,1,0,Half Board,Online,Confirmed,17516,2,3,App,26,35032,1
10915,218,75,290,2025-10-27,2025-12-12,2025-12-26,46,5,2,Half Board,Offline,Canceled,9717,14,0,Walk-in,4,136038,7
10916,1286,33,1444,2025-01-30,2025-02-24,2025-03-05,25,3,4,Breakfast,Offline,Checked Out,13851,9,4,Walk-in,14,124659,7
10917,4175,65,1800,2024-08-16,2024-09-29,2024-10-12,44,2,2,Half Board,Travel Agent,Confirmed,9589,13,0,Website,2,124657,4
10918,3705,5,1000,2025-06-13,2025-07-11,2025-07-12,28,4,3,Half Board,Corporate,Canceled,15242,1,5,Walk-in,36,15242,7
10919,266,23,1237,2024-07-30,2024-10-17,2024-10-24,79,3,3,Breakfast,Offline,Checked Out,20360,7,4,Walk-in,3,142520,6
10920,3360,59,1266,2024-09-05,2024-10-19,2024-10-22,44,2,3,Half Board,Online,Confirmed,7070,3,4,Website,8,21210,5
10921,558,46,1087,2024-11-08,2025-02-06,2025-02-20,90,5,0,Full Board,Online,Checked Out,11220,14,0,Website,20,157080,5
10922,1709,49,190,2025-05-25,2025-07-25,2025-08-07,61,3,1,Breakfast,Corporate,Canceled,4977,13,4,Walk-in,18,64701,4
10923,4782,68,975,2024-11-25,2024-12-07,2024-12-13,12,5,3,Half Board,Travel Agent,Checked Out,9518,6,1,Walk-in,20,57108,8
10924,3432,21,1074,2026-03-07,2026-05-19,2026-05-30,73,1,4,Half Board,Travel Agent,Canceled,24435,11,3,Travel Agent,11,268785,5
10925,3813,96,1914,2025-07-02,2025-08-23,2025-09-04,52,4,0,Full Board,Corporate,Canceled,16881,12,5,App,6,202572,4
10926,1709,1,1611,2024-11-02,2024-12-23,2024-12-31,51,5,3,Breakfast,Online,Confirmed,10724,8,1,Website,39,85792,8
10927,2170,70,1362,2026-02-28,2026-04-10,2026-04-22,41,4,4,Full Board,Corporate,Checked Out,4015,12,4,Travel Agent,31,48180,8
10928,4887,5,652,2025-01-07,2025-02-22,2025-03-05,46,4,3,Half Board,Corporate,Confirmed,10533,11,1,Website,12,115863,7
10929,228,52,1780,2025-10-18,2025-11-09,2025-11-22,22,5,1,Breakfast,Travel Agent,Confirmed,24926,13,1,Travel Agent,6,324038,6
10930,319,54,71,2024-09-27,2024-11-11,2024-11-12,45,5,4,Half Board,Travel Agent,Confirmed,10217,1,1,Website,19,10217,9
10931,2650,8,1726,2025-08-05,2025-10-25,2025-10-30,81,3,0,Breakfast,Corporate,Confirmed,8994,5,1,Website,40,44970,3
10932,1418,33,623,2024-11-16,2025-01-01,2025-01-11,46,3,2,Full Board,Online,Canceled,13669,10,4,Website,23,136690,5
10933,4754,10,199,2025-02-10,2025-05-09,2025-05-13,88,5,0,Half Board,Online,Checked Out,12046,4,1,Website,21,48184,5
10934,393,61,1919,2025-02-15,2025-02-23,2025-03-03,8,1,0,Full Board,Travel Agent,Confirmed,14224,8,4,Website,9,113792,1
10935,4976,3,1668,2025-12-06,2025-12-14,2025-12-20,8,5,2,Half Board,Corporate,Canceled,7404,6,4,Travel Agent,21,44424,7
10936,3008,83,1676,2025-03-16,2025-06-13,2025-06-16,89,3,0,Breakfast,Offline,Confirmed,14616,3,4,Website,12,43848,3
10937,4171,46,8,2026-02-09,2026-04-01,2026-04-16,51,3,4,Breakfast,Travel Agent,Canceled,7487,15,3,Walk-in,0,112305,7
10938,3714,54,1777,2025-09-05,2025-10-06,2025-10-13,31,1,2,Half Board,Offline,Canceled,9712,7,4,Travel Agent,23,67984,3
10939,3320,99,1842,2024-10-09,2024-12-12,2024-12-19,64,2,3,Full Board,Online,Confirmed,17594,7,5,Travel Agent,38,123158,5
10940,3085,58,369,2024-07-13,2024-09-09,2024-09-17,58,2,3,Full Board,Offline,Canceled,8406,8,5,Travel Agent,20,67248,5
10941,464,25,285,2024-08-14,2024-10-25,2024-10-29,72,2,2,Half Board,Online,Confirmed,8245,4,5,Walk-in,21,32980,4
10942,3457,23,1691,2025-07-31,2025-09-08,2025-09-14,39,4,1,Breakfast,Corporate,Confirmed,17108,6,5,Travel Agent,26,102648,5
10943,1707,79,194,2025-04-22,2025-05-15,2025-05-29,23,4,3,Breakfast,Corporate,Checked Out,20196,14,5,Walk-in,33,282744,7
10944,4555,43,996,2025-05-01,2025-06-07,2025-06-21,37,2,3,Half Board,Travel Agent,Confirmed,17044,14,5,Travel Agent,35,238616,5
10945,1347,21,1992,2024-09-29,2024-10-21,2024-10-26,22,4,0,Full Board,Corporate,Confirmed,4654,5,2,Website,34,23270,4
10946,372,73,532,2025-09-02,2025-10-08,2025-10-23,36,5,2,Breakfast,Offline,Canceled,16039,15,3,Website,5,240585,7
10947,1861,21,1568,2025-12-02,2026-01-08,2026-01-14,37,3,0,Full Board,Travel Agent,Checked Out,7336,6,1,Walk-in,10,44016,3
10948,2994,70,709,2025-02-14,2025-04-23,2025-05-01,68,4,3,Full Board,Offline,Checked Out,6052,8,3,Walk-in,3,48416,7
10949,428,75,1514,2024-12-06,2025-03-04,2025-03-14,88,2,4,Full Board,Offline,Checked Out,24487,10,0,Travel Agent,13,244870,6
10950,625,65,521,2024-10-07,2025-01-03,2025-01-16,88,4,0,Half Board,Offline,Confirmed,18827,13,5,Walk-in,15,244751,4
10951,3866,48,1704,2024-06-28,2024-09-23,2024-10-07,87,1,2,Full Board,Corporate,Checked Out,3090,14,2,Travel Agent,40,43260,3
10952,1637,23,92,2024-10-14,2024-10-17,2024-10-29,3,2,2,Full Board,Offline,Canceled,14620,12,3,Website,0,175440,4
10953,2439,85,138,2024-05-10,2024-07-28,2024-08-11,79,3,2,Breakfast,Corporate,Canceled,4378,14,2,Website,12,61292,5
10954,4992,54,929,2024-10-31,2025-01-20,2025-01-29,81,2,4,Full Board,Offline,Checked Out,4042,9,2,Travel Agent,28,36378,6
10955,1604,71,1628,2025-10-14,2025-12-19,2025-12-20,66,3,1,Breakfast,Online,Checked Out,5530,1,4,Website,38,5530,4
10956,4647,72,1058,2026-01-31,2026-03-18,2026-04-01,46,1,1,Half Board,Online,Canceled,18861,14,0,Travel Agent,19,264054,2
10957,4129,80,1376,2024-12-31,2025-02-16,2025-02-22,47,5,4,Half Board,Offline,Checked Out,24538,6,1,App,29,147228,9
10958,3790,89,1212,2024-09-26,2024-12-20,2024-12-24,85,4,3,Half Board,Offline,Canceled,22434,4,0,App,37,89736,7
10959,1654,48,1417,2025-05-14,2025-05-28,2025-06-03,14,4,4,Breakfast,Corporate,Confirmed,21067,6,4,Walk-in,12,126402,8
10960,3062,47,1868,2024-08-03,2024-10-24,2024-11-01,82,4,1,Full Board,Corporate,Confirmed,11476,8,2,App,3,91808,5
10961,4088,83,1529,2024-07-21,2024-09-25,2024-10-07,66,3,4,Full Board,Offline,Canceled,10729,12,2,Travel Agent,18,128748,7
10962,2915,27,102,2025-05-29,2025-07-26,2025-08-01,58,1,4,Breakfast,Corporate,Confirmed,14045,6,4,Travel Agent,6,84270,5
10963,2855,78,731,2024-12-19,2025-02-25,2025-03-12,68,4,4,Half Board,Corporate,Confirmed,8684,15,0,App,35,130260,8
10964,314,60,647,2026-02-07,2026-04-15,2026-04-24,67,5,4,Half Board,Online,Checked Out,10150,9,0,Walk-in,6,91350,9
10965,433,54,726,2024-06-11,2024-08-22,2024-08-23,72,2,3,Half Board,Online,Canceled,16123,1,2,Website,0,16123,5
10966,2233,45,1051,2025-08-14,2025-08-31,2025-09-11,17,4,4,Full Board,Offline,Canceled,11318,11,3,App,20,124498,8
10967,2739,97,707,2024-12-12,2025-02-05,2025-02-14,55,1,3,Half Board,Online,Canceled,7109,9,3,Travel Agent,31,63981,4
10968,200,89,1886,2025-01-10,2025-01-28,2025-02-10,18,4,2,Half Board,Corporate,Canceled,16179,13,1,Travel Agent,13,210327,6
10969,828,55,89,2024-08-22,2024-10-07,2024-10-21,46,5,0,Full Board,Online,Checked Out,23749,14,3,Travel Agent,30,332486,5
10970,3084,39,523,2025-05-22,2025-06-14,2025-06-21,23,4,1,Full Board,Corporate,Confirmed,24144,7,3,App,31,169008,5
10971,3869,75,1837,2025-11-12,2026-01-09,2026-01-17,58,3,2,Full Board,Offline,Checked Out,21992,8,2,Website,25,175936,5
10972,409,82,39,2026-05-07,2026-07-23,2026-07-28,77,3,4,Full Board,Travel Agent,Canceled,16221,5,5,Walk-in,35,81105,7
10973,403,94,915,2024-12-31,2025-03-02,2025-03-05,61,2,0,Half Board,Offline,Canceled,11578,3,0,Walk-in,13,34734,2
10974,3430,8,1831,2025-11-12,2025-12-26,2026-01-04,44,4,2,Half Board,Offline,Confirmed,8611,9,2,Travel Agent,1,77499,6
10975,4540,4,1040,2024-08-19,2024-10-08,2024-10-14,50,3,3,Full Board,Corporate,Canceled,8684,6,3,Walk-in,14,52104,6
10976,4543,35,315,2025-09-25,2025-12-06,2025-12-08,72,1,4,Half Board,Travel Agent,Checked Out,18303,2,1,App,17,36606,5
10977,3212,67,144,2025-04-26,2025-06-19,2025-06-24,54,2,4,Full Board,Corporate,Canceled,12564,5,3,Travel Agent,12,62820,6
10978,2026,40,92,2024-06-18,2024-07-22,2024-08-04,34,3,3,Half Board,Offline,Confirmed,14952,13,5,Walk-in,24,194376,6
10979,4662,2,1805,2025-04-10,2025-04-28,2025-05-13,18,3,3,Full Board,Online,Canceled,19026,15,2,Walk-in,40,285390,6
10980,686,24,664,2024-06-23,2024-06-24,2024-07-01,1,1,0,Full Board,Travel Agent,Checked Out,19846,7,5,Website,8,138922,1
10981,4261,72,515,2026-02-11,2026-03-21,2026-04-01,38,2,1,Half Board,Travel Agent,Checked Out,13559,11,0,Walk-in,33,149149,3
10982,1804,40,395,2024-07-10,2024-08-26,2024-09-01,47,2,4,Breakfast,Online,Confirmed,5842,6,5,Walk-in,32,35052,6
10983,4414,83,1572,2025-06-17,2025-06-29,2025-07-09,12,4,3,Full Board,Corporate,Checked Out,21031,10,0,Walk-in,36,210310,7
10984,4746,43,338,2026-03-01,2026-04-12,2026-04-18,42,3,2,Breakfast,Travel Agent,Canceled,11123,6,2,App,24,66738,5
10985,3384,33,1916,2024-05-31,2024-06-25,2024-07-10,25,3,0,Full Board,Travel Agent,Canceled,9619,15,3,Walk-in,38,144285,3
10986,3828,99,1656,2025-06-30,2025-09-16,2025-09-17,78,1,4,Full Board,Online,Checked Out,15274,1,3,Walk-in,25,15274,5
10987,3631,71,1254,2025-09-13,2025-09-25,2025-09-29,12,2,4,Breakfast,Offline,Canceled,20726,4,2,Travel Agent,33,82904,6
10988,2949,5,1883,2024-08-03,2024-10-02,2024-10-07,60,1,4,Half Board,Online,Checked Out,19968,5,3,Website,1,99840,5
10989,4926,61,846,2025-12-11,2025-12-14,2025-12-27,3,5,3,Half Board,Offline,Checked Out,3501,13,5,App,23,45513,8
10990,128,30,1229,2025-08-01,2025-10-14,2025-10-22,74,5,1,Breakfast,Corporate,Checked Out,14504,8,1,App,30,116032,6
10991,2751,60,373,2024-07-14,2024-09-12,2024-09-16,60,5,1,Full Board,Corporate,Confirmed,6905,4,1,Website,9,27620,6
10992,1869,39,263,2024-05-18,2024-06-29,2024-07-05,42,5,0,Full Board,Online,Confirmed,12762,6,4,Website,34,76572,5
10993,2131,45,105,2024-08-06,2024-09-23,2024-09-27,48,2,1,Half Board,Corporate,Canceled,23468,4,1,App,35,93872,3
10994,4634,75,488,2026-01-07,2026-03-16,2026-03-20,68,3,1,Full Board,Travel Agent,Checked Out,10017,4,0,Travel Agent,4,40068,4
10995,99,5,1246,2024-11-04,2024-11-06,2024-11-20,2,1,4,Half Board,Online,Checked Out,16701,14,0,Walk-in,19,233814,5
10996,3798,19,1365,2025-01-20,2025-04-13,2025-04-19,83,4,3,Full Board,Travel Agent,Checked Out,16220,6,5,App,25,97320,7
10997,149,86,1508,2025-01-05,2025-03-14,2025-03-25,68,3,1,Breakfast,Corporate,Confirmed,13145,11,2,Walk-in,40,144595,4
10998,3795,10,536,2026-03-27,2026-04-20,2026-04-29,24,4,4,Breakfast,Corporate,Canceled,4243,9,5,Walk-in,1,38187,8
10999,626,77,137,2025-11-07,2026-01-10,2026-01-17,64,5,2,Full Board,Travel Agent,Canceled,8684,7,3,App,14,60788,7
11000,4087,72,527,2025-07-10,2025-08-24,2025-08-25,45,4,4,Full Board,Online,Canceled,3818,1,2,Website,16,3818,8
11001,4438,37,263,2024-10-31,2024-12-14,2024-12-16,44,2,1,Full Board,Online,Canceled,10176,2,4,Website,2,20352,3
11002,1074,83,730,2026-04-16,2026-05-04,2026-05-15,18,3,2,Full Board,Offline,Canceled,6817,11,5,Website,36,74987,5
11003,3163,67,1110,2025-05-18,2025-07-04,2025-07-07,47,4,1,Breakfast,Online,Confirmed,5219,3,2,App,30,15657,5
11004,4127,78,1950,2025-05-23,2025-08-07,2025-08-16,76,5,4,Half Board,Travel Agent,Confirmed,6321,9,1,Walk-in,18,56889,9
11005,2609,3,59,2024-06-12,2024-06-18,2024-06-21,6,4,3,Half Board,Travel Agent,Canceled,22521,3,4,App,38,67563,7
11006,1115,32,1021,2024-06-11,2024-06-17,2024-06-20,6,3,2,Breakfast,Online,Checked Out,13390,3,0,Walk-in,5,40170,5
11007,1997,72,1021,2024-10-07,2024-11-02,2024-11-07,26,1,2,Breakfast,Travel Agent,Confirmed,8138,5,1,App,38,40690,3
11008,1363,16,396,2025-05-17,2025-05-31,2025-06-03,14,5,4,Full Board,Corporate,Confirmed,16863,3,0,Website,1,50589,9
11009,272,6,1981,2025-02-14,2025-04-02,2025-04-12,47,4,3,Full Board,Corporate,Canceled,22155,10,4,Travel Agent,40,221550,7
11010,298,25,36,2024-05-17,2024-06-05,2024-06-10,19,1,3,Half Board,Offline,Canceled,8198,5,4,Website,1,40990,4
11011,4437,18,1217,2025-01-12,2025-03-30,2025-04-08,77,3,4,Full Board,Online,Confirmed,23127,9,2,App,22,208143,7
11012,1924,18,1521,2024-11-09,2024-11-28,2024-12-07,19,3,4,Breakfast,Corporate,Confirmed,23522,9,3,Travel Agent,12,211698,7
11013,1626,5,855,2026-01-05,2026-02-10,2026-02-18,36,4,4,Half Board,Travel Agent,Checked Out,8189,8,2,Walk-in,37,65512,8
11014,3288,9,1717,2025-01-18,2025-03-28,2025-04-09,69,5,2,Full Board,Online,Confirmed,6060,12,1,Travel Agent,37,72720,7
11015,1711,97,1762,2024-11-02,2024-11-26,2024-12-07,24,4,1,Half Board,Online,Checked Out,23195,11,3,Website,29,255145,5
11016,718,43,225,2025-01-29,2025-03-29,2025-04-05,59,4,2,Breakfast,Travel Agent,Checked Out,13704,7,2,App,22,95928,6
