booking_id,customer_id,hotel_id,room_id,booking_date,check_in_date,check_out_date,lead_time,adults,children,meal_plan,market_segment,booking_status,adr,total_nights,special_requests,booking_channel,discount_percentage,booking_revenue
10097,3070,59,1153,2024-12-06,2024-12-13,2024-12-16,7,2,3,Full Board,Travel Agent,Checked Out,24268,3,2,App,40,72804
10098,4559,61,616,2026-01-11,2026-04-03,2026-04-11,82,3,4,Full Board,Corporate,Checked Out,11697,8,0,Walk-in,9,93576
10099,861,48,1887,2025-02-18,2025-03-04,2025-03-09,14,5,0,Half Board,Travel Agent,Checked Out,19535,5,0,Website,25,97675
10100,3578,29,671,2025-10-23,2025-11-26,2025-11-29,34,5,1,Full Board,Travel Agent,Canceled,3015,3,3,Travel Agent,2,9045
10101,4585,52,317,2025-10-26,2026-01-10,2026-01-22,76,5,4,Full Board,Travel Agent,Canceled,16715,12,3,Travel Agent,11,200580
10102,221,84,1693,2025-01-25,2025-03-11,2025-03-26,45,3,4,Half Board,Online,Confirmed,23689,15,4,App,8,355335
10103,4991,62,484,2025-05-03,2025-07-19,2025-08-01,77,5,1,Full Board,Corporate,Checked Out,21547,13,2,Travel Agent,8,280111
10104,3579,49,239,2026-03-24,2026-03-30,2026-04-08,6,3,0,Breakfast,Corporate,Checked Out,23602,9,5,Travel Agent,21,212418
10105,750,15,1852,2025-01-21,2025-03-04,2025-03-16,42,3,1,Breakfast,Offline,Canceled,20172,12,2,Website,25,242064
10106,4156,57,1857,2025-04-06,2025-05-28,2025-06-09,52,3,1,Full Board,Offline,Checked Out,19326,12,3,App,12,231912
10107,4622,35,1098,2026-05-02,2026-06-14,2026-06-25,43,3,0,Full Board,Corporate,Confirmed,7548,11,1,App,38,83028
10108,393,19,697,2025-04-28,2025-07-13,2025-07-21,76,1,1,Breakfast,Corporate,Checked Out,7146,8,1,Website,37,57168
10109,1303,5,292,2025-11-30,2026-02-18,2026-03-02,80,1,3,Breakfast,Travel Agent,Confirmed,10094,12,5,Travel Agent,11,121128
10110,273,77,1356,2025-02-11,2025-05-02,2025-05-09,80,1,2,Full Board,Online,Canceled,15974,7,3,Travel Agent,27,111818
10111,4021,81,1040,2024-06-07,2024-08-02,2024-08-14,56,3,3,Full Board,Offline,Checked Out,22880,12,1,Website,40,274560
10112,4155,90,50,2025-03-10,2025-03-22,2025-03-25,12,3,0,Breakfast,Travel Agent,Checked Out,6864,3,2,Walk-in,37,20592
10113,3912,49,369,2026-02-22,2026-05-08,2026-05-10,75,4,3,Breakfast,Offline,Checked Out,9966,2,4,Travel Agent,12,19932
10114,3967,60,284,2026-03-27,2026-06-18,2026-06-20,83,5,0,Breakfast,Offline,Checked Out,13858,2,2,Walk-in,16,27716
10115,2166,38,287,2025-05-08,2025-07-12,2025-07-14,65,5,2,Breakfast,Offline,Confirmed,21721,2,5,App,36,43442
10116,2501,9,1644,2026-03-11,2026-05-20,2026-05-24,70,2,1,Half Board,Corporate,Canceled,24180,4,5,App,14,96720
10117,1151,59,259,2026-03-28,2026-05-09,2026-05-16,42,2,4,Half Board,Online,Confirmed,3128,7,5,Website,9,21896
10118,2590,29,43,2026-03-01,2026-05-21,2026-05-31,81,2,0,Breakfast,Corporate,Checked Out,7141,10,2,App,23,71410
10119,56,36,978,2026-03-27,2026-05-05,2026-05-16,39,5,4,Breakfast,Travel Agent,Confirmed,19979,11,2,Website,11,219769
10120,852,80,1494,2026-05-09,2026-06-05,2026-06-17,27,3,4,Half Board,Offline,Canceled,24975,12,5,Travel Agent,16,299700
10121,1053,84,1574,2024-07-24,2024-08-12,2024-08-23,19,3,0,Half Board,Travel Agent,Confirmed,4010,11,5,App,22,44110
10122,483,9,1772,2025-12-08,2026-02-18,2026-03-05,72,1,3,Breakfast,Corporate,Canceled,16974,15,5,App,36,254610
10123,3998,61,1845,2025-01-01,2025-01-06,2025-01-09,5,4,2,Half Board,Travel Agent,Confirmed,22464,3,0,Travel Agent,19,67392
10124,595,83,1686,2024-10-13,2024-10-21,2024-10-27,8,3,1,Breakfast,Corporate,Checked Out,23453,6,5,Website,0,140718
10125,3612,68,148,2025-09-10,2025-09-23,2025-10-06,13,4,2,Breakfast,Online,Canceled,9113,13,5,App,8,118469
10126,4224,77,1338,2025-11-20,2026-02-13,2026-02-28,85,1,0,Breakfast,Online,Canceled,20840,15,5,Travel Agent,35,312600
10127,2056,83,1569,2025-06-11,2025-06-22,2025-07-01,11,2,3,Breakfast,Travel Agent,Checked Out,5798,9,1,Walk-in,2,52182
10128,3572,9,1602,2024-06-04,2024-06-17,2024-06-27,13,4,0,Breakfast,Online,Checked Out,6103,10,3,Travel Agent,30,61030
10129,2785,38,1019,2025-06-26,2025-07-21,2025-07-27,25,4,1,Breakfast,Offline,Checked Out,11769,6,4,Website,18,70614
10130,4114,99,1247,2024-10-21,2025-01-08,2025-01-20,79,2,0,Breakfast,Offline,Checked Out,17437,12,0,Travel Agent,31,209244
10131,1414,63,2,2025-02-28,2025-03-02,2025-03-11,2,3,0,Half Board,Offline,Confirmed,10620,9,4,Website,30,95580
10132,1983,20,1287,2024-09-09,2024-09-24,2024-10-02,15,1,0,Half Board,Travel Agent,Checked Out,21020,8,0,App,21,168160
10133,3497,69,800,2025-12-09,2026-02-13,2026-02-16,66,2,4,Full Board,Offline,Canceled,9809,3,2,Travel Agent,0,29427
10134,3980,27,377,2026-02-15,2026-04-16,2026-04-27,60,3,0,Breakfast,Online,Canceled,17295,11,0,Travel Agent,34,190245
10135,1754,37,1381,2026-01-08,2026-03-31,2026-04-15,82,2,3,Half Board,Offline,Confirmed,15214,15,2,Walk-in,33,228210
10136,1319,25,586,2025-01-17,2025-02-16,2025-02-23,30,5,2,Half Board,Online,Checked Out,10661,7,4,Website,9,74627
10137,3071,21,871,2024-06-29,2024-09-14,2024-09-19,77,1,1,Full Board,Online,Canceled,11874,5,0,Travel Agent,8,59370
10138,1638,24,529,2024-12-03,2024-12-20,2024-12-29,17,4,0,Half Board,Corporate,Confirmed,9138,9,1,Walk-in,36,82242
10139,1767,88,193,2026-02-02,2026-05-02,2026-05-11,89,4,1,Half Board,Online,Confirmed,18095,9,5,Travel Agent,25,162855
10140,1211,33,238,2024-08-07,2024-10-02,2024-10-04,56,3,1,Breakfast,Online,Checked Out,18173,2,3,Travel Agent,40,36346
10141,4716,54,245,2025-10-29,2026-01-06,2026-01-15,69,1,4,Breakfast,Online,Checked Out,18489,9,0,App,18,166401
10142,4318,26,1620,2024-12-22,2024-12-25,2024-12-27,3,3,3,Breakfast,Online,Canceled,11146,2,0,Website,7,22292
10143,2340,59,1743,2024-08-01,2024-09-02,2024-09-13,32,3,2,Full Board,Corporate,Checked Out,10307,11,0,Walk-in,25,113377
10144,3057,11,1024,2024-12-07,2025-02-14,2025-02-17,69,1,3,Full Board,Offline,Checked Out,21885,3,5,Website,38,65655
10145,976,32,1310,2025-01-11,2025-01-28,2025-02-12,17,3,0,Half Board,Travel Agent,Confirmed,19901,15,2,App,18,298515
10146,583,74,1839,2024-10-23,2024-11-05,2024-11-06,13,2,0,Full Board,Travel Agent,Checked Out,15495,1,3,Walk-in,15,15495
10147,1424,97,1998,2024-08-19,2024-10-18,2024-10-21,60,3,3,Half Board,Corporate,Checked Out,12734,3,3,Walk-in,3,38202
10148,125,99,1831,2024-06-18,2024-08-20,2024-08-21,63,4,2,Half Board,Travel Agent,Confirmed,9143,1,4,App,38,9143
10149,1682,72,289,2025-12-10,2025-12-23,2026-01-05,13,4,0,Full Board,Offline,Canceled,21159,13,0,Travel Agent,15,275067
10150,4940,16,1743,2024-06-08,2024-06-21,2024-06-24,13,4,3,Full Board,Corporate,Canceled,21729,3,1,Website,21,65187
10151,1719,77,150,2025-10-20,2025-11-01,2025-11-12,12,3,4,Half Board,Online,Confirmed,6608,11,3,Walk-in,16,72688
10152,965,96,424,2025-04-23,2025-06-08,2025-06-09,46,5,4,Breakfast,Online,Canceled,11941,1,4,Website,22,11941
10153,3753,1,289,2025-10-05,2025-12-02,2025-12-07,58,3,1,Breakfast,Corporate,Confirmed,23992,5,5,Travel Agent,37,119960
10154,1812,53,1360,2025-12-13,2026-02-26,2026-03-01,75,4,4,Half Board,Offline,Confirmed,18072,3,2,Travel Agent,4,54216
10155,987,79,426,2025-07-15,2025-07-17,2025-07-23,2,2,1,Breakfast,Offline,Confirmed,5325,6,4,Travel Agent,4,31950
10156,2081,3,995,2025-07-07,2025-10-02,2025-10-12,87,4,4,Half Board,Offline,Confirmed,17861,10,2,Travel Agent,16,178610
10157,2502,64,1477,2025-05-11,2025-05-12,2025-05-13,1,1,1,Full Board,Travel Agent,Checked Out,8888,1,3,Website,16,8888
10158,514,81,986,2025-11-29,2026-01-11,2026-01-19,43,3,3,Half Board,Online,Confirmed,14655,8,2,App,21,117240
10159,428,12,292,2026-05-02,2026-05-17,2026-05-26,15,4,1,Breakfast,Travel Agent,Confirmed,3519,9,1,App,10,31671
10160,1233,85,641,2025-11-07,2025-11-14,2025-11-20,7,2,2,Full Board,Corporate,Checked Out,6453,6,2,App,35,38718
10161,1906,4,693,2026-04-06,2026-06-14,2026-06-24,69,1,4,Breakfast,Travel Agent,Confirmed,8468,10,5,Walk-in,14,84680
10162,1976,43,1820,2026-03-23,2026-05-18,2026-05-27,56,4,4,Half Board,Offline,Canceled,12737,9,4,App,9,114633
10163,4769,47,75,2025-02-01,2025-02-27,2025-03-01,26,1,4,Half Board,Corporate,Checked Out,8932,2,0,App,17,17864
10164,959,97,1681,2025-11-01,2026-01-04,2026-01-18,64,5,4,Breakfast,Travel Agent,Canceled,14216,14,5,Travel Agent,5,199024
10165,1124,24,1784,2025-09-25,2025-10-25,2025-10-26,30,3,4,Breakfast,Offline,Confirmed,11005,1,2,Travel Agent,22,11005
10166,4961,99,1309,2024-12-13,2025-01-01,2025-01-06,19,4,0,Breakfast,Corporate,Confirmed,9676,5,5,App,28,48380
10167,3736,52,1784,2025-05-08,2025-05-19,2025-05-20,11,4,1,Full Board,Online,Confirmed,14760,1,4,Walk-in,14,14760
10168,2863,59,1860,2025-06-21,2025-06-26,2025-07-09,5,5,1,Full Board,Offline,Confirmed,14487,13,2,Walk-in,23,188331
10169,3673,49,879,2024-05-21,2024-07-02,2024-07-07,42,4,3,Breakfast,Travel Agent,Checked Out,7121,5,5,Travel Agent,4,35605
10170,1467,65,1304,2025-06-25,2025-08-17,2025-09-01,53,4,0,Half Board,Corporate,Checked Out,22369,15,5,Website,3,335535
10171,4163,90,300,2026-04-30,2026-06-25,2026-06-28,56,5,3,Half Board,Corporate,Canceled,9929,3,5,App,4,29787
10172,4776,52,379,2024-11-22,2025-02-08,2025-02-13,78,3,4,Full Board,Travel Agent,Checked Out,14657,5,1,App,37,73285
10173,4112,76,163,2025-10-05,2025-10-20,2025-10-24,15,4,2,Half Board,Corporate,Canceled,3402,4,3,Walk-in,17,13608
10174,4378,14,1609,2026-02-05,2026-02-11,2026-02-24,6,4,2,Full Board,Offline,Confirmed,9568,13,0,App,15,124384
10175,3183,46,526,2025-07-24,2025-09-05,2025-09-08,43,5,1,Breakfast,Corporate,Canceled,24946,3,1,Website,9,74838
10176,2468,44,296,2025-07-16,2025-08-11,2025-08-22,26,4,0,Half Board,Online,Checked Out,18152,11,1,Website,33,199672
10177,1856,51,228,2024-06-08,2024-07-18,2024-07-24,40,1,4,Full Board,Offline,Checked Out,3607,6,1,Walk-in,3,21642
10178,1910,65,859,2025-06-20,2025-07-27,2025-07-28,37,1,1,Half Board,Travel Agent,Canceled,10449,1,3,Travel Agent,29,10449
10179,2189,92,893,2024-09-13,2024-10-15,2024-10-22,32,4,0,Breakfast,Online,Confirmed,15248,7,4,App,0,106736
10180,2237,27,1898,2025-09-13,2025-10-05,2025-10-15,22,5,1,Full Board,Offline,Canceled,23153,10,5,App,39,231530
10181,4970,61,1531,2025-04-26,2025-07-06,2025-07-19,71,4,2,Breakfast,Offline,Checked Out,8511,13,3,Website,30,110643
10182,4123,44,1148,2024-11-10,2024-12-20,2024-12-25,40,1,4,Half Board,Travel Agent,Confirmed,13792,5,4,App,21,68960
10183,1165,45,1121,2025-06-10,2025-06-17,2025-07-01,7,1,3,Full Board,Online,Checked Out,15469,14,4,Travel Agent,10,216566
10184,4953,78,1627,2026-04-20,2026-07-07,2026-07-08,78,3,1,Full Board,Corporate,Canceled,17465,1,0,Website,22,17465
10185,4834,12,1416,2024-12-05,2025-01-15,2025-01-22,41,2,0,Full Board,Offline,Confirmed,3236,7,1,App,6,22652
10186,3328,22,1666,2025-10-16,2025-10-23,2025-11-02,7,3,4,Breakfast,Offline,Confirmed,14017,10,2,Travel Agent,33,140170
10187,1933,98,488,2025-06-29,2025-09-14,2025-09-24,77,2,0,Full Board,Corporate,Checked Out,10697,10,0,Travel Agent,3,106970
10188,3599,82,791,2025-05-13,2025-08-10,2025-08-20,89,3,3,Half Board,Travel Agent,Confirmed,11750,10,4,Travel Agent,38,117500
10189,4997,82,349,2024-11-07,2025-01-17,2025-01-25,71,5,0,Half Board,Offline,Confirmed,21563,8,4,Walk-in,9,172504
10190,1628,51,326,2025-12-26,2026-02-10,2026-02-22,46,1,4,Full Board,Offline,Confirmed,21650,12,5,Travel Agent,27,259800
10191,2886,29,1901,2026-02-08,2026-05-06,2026-05-18,87,2,0,Breakfast,Offline,Canceled,8954,12,3,Travel Agent,5,107448
10192,2670,74,563,2024-12-22,2025-03-09,2025-03-16,77,4,1,Breakfast,Online,Checked Out,16762,7,5,Website,30,117334
10193,1030,2,1278,2026-01-24,2026-02-15,2026-02-26,22,5,3,Breakfast,Offline,Confirmed,17094,11,5,Travel Agent,37,188034
10194,3474,13,48,2026-01-11,2026-04-06,2026-04-11,85,2,4,Full Board,Corporate,Canceled,12653,5,1,Walk-in,2,63265
10195,1803,28,726,2024-10-08,2024-12-11,2024-12-17,64,2,3,Half Board,Offline,Canceled,20721,6,4,Website,17,124326
10196,1548,19,501,2024-07-24,2024-10-11,2024-10-12,79,4,2,Breakfast,Offline,Canceled,16097,1,5,App,33,16097
10197,3620,46,1783,2025-07-03,2025-07-30,2025-08-02,27,5,1,Full Board,Corporate,Checked Out,24055,3,1,Website,14,72165
10198,768,4,1656,2025-06-11,2025-08-11,2025-08-14,61,4,1,Half Board,Travel Agent,Canceled,9866,3,3,Website,2,29598
10199,4594,67,1577,2025-02-15,2025-05-09,2025-05-12,83,5,2,Full Board,Online,Canceled,6824,3,5,App,19,20472
10200,1268,36,610,2024-06-25,2024-08-22,2024-08-23,58,4,4,Full Board,Offline,Canceled,8905,1,1,App,34,8905
10201,366,5,373,2025-02-14,2025-03-09,2025-03-18,23,3,1,Breakfast,Online,Checked Out,13936,9,1,App,6,125424
10202,3896,60,294,2025-01-14,2025-03-11,2025-03-13,56,1,2,Breakfast,Travel Agent,Checked Out,4660,2,0,Walk-in,1,9320
10203,3715,80,1184,2025-11-28,2026-02-08,2026-02-13,72,3,3,Full Board,Offline,Canceled,7819,5,3,Walk-in,10,39095
10204,3576,41,1252,2024-09-18,2024-10-06,2024-10-10,18,4,4,Full Board,Offline,Canceled,19548,4,2,App,12,78192
10205,3678,23,1453,2024-11-02,2025-01-29,2025-02-02,88,4,1,Full Board,Offline,Confirmed,3851,4,4,Travel Agent,20,15404
10206,3066,97,1205,2024-06-12,2024-08-15,2024-08-17,64,2,4,Breakfast,Online,Canceled,22286,2,3,Website,29,44572
10207,1455,22,8,2024-09-17,2024-12-15,2024-12-23,89,1,0,Breakfast,Travel Agent,Checked Out,9259,8,3,Walk-in,37,74072
10208,1906,19,210,2025-08-14,2025-09-17,2025-09-19,34,2,0,Full Board,Online,Confirmed,10319,2,0,App,30,20638
10209,4874,36,1662,2024-08-22,2024-09-20,2024-09-25,29,5,1,Full Board,Corporate,Confirmed,14528,5,4,Website,13,72640
10210,452,62,1835,2026-03-07,2026-04-10,2026-04-15,34,5,3,Full Board,Offline,Canceled,5627,5,5,Walk-in,25,28135
10211,1324,7,1916,2024-06-03,2024-08-05,2024-08-09,63,5,2,Breakfast,Offline,Checked Out,9451,4,1,Travel Agent,17,37804
10212,2205,8,1191,2024-11-04,2024-11-30,2024-12-03,26,3,4,Breakfast,Corporate,Checked Out,21406,3,3,Website,7,64218
10213,307,80,294,2025-01-02,2025-04-02,2025-04-06,90,3,3,Full Board,Online,Confirmed,18020,4,1,Walk-in,31,72080
10214,2167,21,399,2026-01-21,2026-03-29,2026-04-07,67,5,0,Full Board,Offline,Canceled,24913,9,5,Walk-in,31,224217
10215,4734,73,81,2025-12-31,2026-01-19,2026-01-27,19,5,1,Half Board,Offline,Canceled,17009,8,1,App,38,136072
10216,2201,55,31,2025-01-22,2025-04-12,2025-04-18,80,3,4,Full Board,Corporate,Confirmed,24279,6,0,Walk-in,5,145674
10217,4419,71,1584,2024-08-03,2024-10-26,2024-10-29,84,1,4,Full Board,Travel Agent,Confirmed,9909,3,1,App,11,29727
10218,706,43,558,2025-08-13,2025-09-03,2025-09-15,21,1,3,Full Board,Online,Confirmed,24939,12,2,Website,7,299268
10219,1211,24,1124,2025-01-11,2025-01-24,2025-01-26,13,4,0,Breakfast,Corporate,Confirmed,12622,2,5,Travel Agent,39,25244
10220,638,35,1176,2026-03-26,2026-03-31,2026-04-07,5,2,3,Breakfast,Travel Agent,Canceled,17026,7,0,Travel Agent,7,119182
10221,4056,78,981,2024-10-20,2025-01-06,2025-01-11,78,5,2,Half Board,Travel Agent,Canceled,5494,5,0,Walk-in,20,27470
10222,3335,28,181,2026-02-12,2026-02-28,2026-03-14,16,1,2,Half Board,Offline,Confirmed,17121,14,2,Walk-in,24,239694
10223,3245,77,1001,2026-02-05,2026-03-01,2026-03-06,24,3,4,Full Board,Travel Agent,Canceled,7973,5,2,Website,27,39865
10224,672,37,1013,2024-07-26,2024-07-27,2024-07-31,1,5,4,Full Board,Offline,Canceled,6832,4,5,Walk-in,22,27328
10225,669,71,668,2025-11-08,2026-01-28,2026-02-09,81,2,4,Half Board,Online,Canceled,21451,12,0,Walk-in,9,257412
10226,4203,86,600,2025-01-21,2025-03-13,2025-03-17,51,3,1,Full Board,Travel Agent,Canceled,9777,4,0,Travel Agent,6,39108
10227,4742,35,201,2026-01-02,2026-02-12,2026-02-13,41,3,0,Half Board,Offline,Confirmed,5779,1,2,Website,28,5779
10228,4997,100,1527,2024-10-19,2024-10-22,2024-11-05,3,4,0,Half Board,Travel Agent,Checked Out,19552,14,1,Website,10,273728
10229,17,28,1982,2025-05-28,2025-08-10,2025-08-23,74,3,1,Full Board,Offline,Checked Out,13770,13,0,Travel Agent,0,179010
10230,2843,9,824,2024-12-05,2025-02-07,2025-02-13,64,2,1,Half Board,Offline,Canceled,4532,6,2,Website,2,27192
10231,2446,2,59,2024-11-07,2024-12-13,2024-12-21,36,3,3,Half Board,Corporate,Canceled,5572,8,0,Travel Agent,1,44576
10232,1070,81,1790,2024-11-10,2024-12-08,2024-12-16,28,2,4,Half Board,Offline,Confirmed,19255,8,4,Travel Agent,0,154040
10233,847,70,751,2026-01-06,2026-02-10,2026-02-16,35,1,2,Full Board,Offline,Confirmed,6394,6,0,Travel Agent,3,38364
10234,4942,36,1865,2025-11-10,2026-01-04,2026-01-07,55,2,2,Breakfast,Online,Checked Out,11888,3,4,Travel Agent,14,35664
10235,2920,92,1179,2025-11-03,2025-11-29,2025-12-01,26,1,4,Full Board,Corporate,Canceled,20073,2,1,Travel Agent,17,40146
10236,3781,68,1853,2024-12-16,2025-01-27,2025-02-02,42,4,1,Full Board,Offline,Canceled,21878,6,0,Travel Agent,27,131268
10237,2310,55,961,2025-07-09,2025-09-30,2025-10-03,83,2,3,Full Board,Online,Checked Out,3572,3,0,Travel Agent,10,10716
10238,1700,69,367,2024-09-06,2024-09-25,2024-10-08,19,5,1,Half Board,Corporate,Checked Out,5862,13,0,Travel Agent,3,76206
10239,2086,48,1734,2024-12-16,2025-02-10,2025-02-15,56,3,4,Full Board,Corporate,Checked Out,3583,5,5,Travel Agent,7,17915
10240,2074,59,1677,2025-07-18,2025-07-30,2025-08-09,12,1,0,Full Board,Offline,Checked Out,13098,10,4,Travel Agent,36,130980
10241,1523,80,1128,2025-08-26,2025-11-06,2025-11-12,72,2,0,Half Board,Offline,Confirmed,7520,6,2,Travel Agent,11,45120
10242,3326,83,1123,2025-08-08,2025-09-14,2025-09-24,37,4,2,Half Board,Travel Agent,Confirmed,14241,10,1,App,1,142410
10243,1184,58,265,2025-11-23,2026-01-08,2026-01-16,46,2,3,Full Board,Offline,Checked Out,7923,8,5,Travel Agent,25,63384
10244,391,12,1584,2025-08-10,2025-09-02,2025-09-09,23,1,1,Breakfast,Offline,Checked Out,18182,7,5,Website,3,127274
10245,2078,2,373,2024-12-23,2025-01-14,2025-01-20,22,2,4,Half Board,Corporate,Confirmed,3915,6,1,Travel Agent,27,23490
10246,3199,62,321,2024-06-03,2024-07-15,2024-07-19,42,3,4,Full Board,Corporate,Checked Out,10034,4,0,Travel Agent,28,40136
10247,1235,58,216,2025-04-15,2025-05-03,2025-05-11,18,1,3,Breakfast,Corporate,Canceled,18943,8,5,App,20,151544
10248,4448,45,920,2025-01-13,2025-02-23,2025-02-28,41,2,2,Half Board,Online,Confirmed,7561,5,1,Website,13,37805
10249,1087,11,1665,2024-05-23,2024-06-06,2024-06-11,14,4,1,Breakfast,Offline,Canceled,7222,5,2,Website,14,36110
10250,3159,44,1081,2025-03-24,2025-06-21,2025-06-30,89,1,3,Breakfast,Corporate,Checked Out,8314,9,4,App,4,74826
10251,2379,65,67,2025-01-05,2025-02-08,2025-02-12,34,2,2,Breakfast,Offline,Canceled,6253,4,3,Walk-in,21,25012
10252,3221,31,150,2025-12-28,2026-01-08,2026-01-11,11,5,4,Full Board,Offline,Checked Out,24715,3,1,Travel Agent,16,74145
10253,2100,42,1519,2025-12-30,2026-03-26,2026-04-01,86,2,2,Half Board,Online,Canceled,8236,6,3,Website,4,49416
10254,232,10,1838,2025-12-27,2026-03-13,2026-03-23,76,3,2,Half Board,Online,Confirmed,7561,10,5,Travel Agent,18,75610
10255,201,24,1484,2025-02-04,2025-04-03,2025-04-17,58,4,1,Breakfast,Corporate,Confirmed,4421,14,0,App,12,61894
10256,2385,25,1281,2025-03-09,2025-03-29,2025-04-12,20,1,1,Breakfast,Corporate,Canceled,23606,14,0,Travel Agent,36,330484
10257,254,54,1263,2025-09-04,2025-11-24,2025-12-02,81,2,3,Half Board,Offline,Confirmed,9041,8,1,Website,23,72328
10258,3492,30,1596,2024-09-04,2024-09-18,2024-10-02,14,4,4,Breakfast,Corporate,Canceled,18659,14,3,Walk-in,23,261226
10259,4447,84,391,2025-09-08,2025-11-05,2025-11-16,58,4,2,Breakfast,Corporate,Checked Out,12149,11,2,Website,18,133639
10260,4733,7,1741,2024-08-01,2024-08-24,2024-09-08,23,2,4,Breakfast,Corporate,Checked Out,7857,15,4,App,31,117855
10261,1255,61,821,2025-12-27,2026-02-08,2026-02-22,43,4,4,Breakfast,Corporate,Confirmed,7379,14,5,App,8,103306
10262,2984,79,310,2025-10-27,2025-11-07,2025-11-09,11,1,0,Half Board,Corporate,Confirmed,8441,2,0,Travel Agent,4,16882
10263,3227,47,1569,2025-04-03,2025-06-06,2025-06-15,64,1,0,Half Board,Online,Canceled,16727,9,4,Walk-in,16,150543
10264,611,34,1057,2024-08-21,2024-09-05,2024-09-14,15,4,3,Breakfast,Corporate,Checked Out,19261,9,4,Walk-in,36,173349
10265,998,56,1909,2024-11-26,2025-01-16,2025-01-25,51,3,2,Full Board,Travel Agent,Checked Out,4406,9,3,Travel Agent,0,39654
10266,4958,71,975,2025-10-22,2026-01-03,2026-01-09,73,5,0,Half Board,Online,Canceled,13369,6,3,Travel Agent,26,80214
10267,4261,96,305,2025-02-20,2025-05-10,2025-05-17,79,2,3,Half Board,Offline,Canceled,20573,7,5,App,6,144011
10268,174,77,155,2024-09-19,2024-10-02,2024-10-15,13,4,0,Half Board,Travel Agent,Confirmed,20051,13,3,Website,22,260663
10269,2655,52,1226,2024-09-27,2024-10-06,2024-10-08,9,3,4,Breakfast,Corporate,Confirmed,15296,2,5,Website,25,30592
10270,1875,89,1005,2025-08-01,2025-09-22,2025-10-06,52,1,3,Half Board,Travel Agent,Checked Out,7539,14,5,Website,26,105546
10271,3837,74,270,2025-12-13,2025-12-31,2026-01-09,18,3,4,Breakfast,Travel Agent,Canceled,10777,9,0,App,15,96993
10272,3592,30,623,2025-04-29,2025-05-20,2025-05-29,21,5,1,Breakfast,Corporate,Checked Out,12313,9,2,Walk-in,5,110817
10273,3047,42,1434,2025-07-19,2025-10-15,2025-10-17,88,1,2,Full Board,Online,Confirmed,9397,2,4,Website,26,18794
10274,834,2,1976,2025-05-08,2025-08-01,2025-08-14,85,5,2,Breakfast,Online,Confirmed,16310,13,5,App,12,212030
10275,2490,14,1034,2025-10-16,2026-01-02,2026-01-05,78,4,2,Half Board,Offline,Confirmed,21527,3,5,Walk-in,0,64581
10276,183,66,705,2025-02-24,2025-03-16,2025-03-31,20,2,2,Breakfast,Corporate,Checked Out,4812,15,5,App,1,72180
10277,392,49,1022,2025-05-17,2025-08-11,2025-08-25,86,3,4,Breakfast,Travel Agent,Confirmed,13066,14,3,Website,18,182924
10278,4261,16,1960,2025-06-27,2025-07-04,2025-07-06,7,3,4,Half Board,Offline,Confirmed,20155,2,2,Website,9,40310
10279,3779,47,849,2024-09-18,2024-10-24,2024-11-07,36,3,2,Full Board,Corporate,Confirmed,20894,14,5,Website,14,292516
10280,3933,88,1293,2025-02-16,2025-04-06,2025-04-21,49,2,3,Full Board,Corporate,Checked Out,21583,15,4,Website,13,323745
10281,1821,76,862,2024-09-27,2024-10-17,2024-10-30,20,5,0,Half Board,Online,Confirmed,4560,13,3,Website,9,59280
10282,399,71,1888,2026-02-01,2026-03-14,2026-03-15,41,1,0,Breakfast,Corporate,Canceled,4271,1,2,Website,1,4271
10283,2975,40,1731,2024-06-12,2024-08-06,2024-08-13,55,2,0,Half Board,Online,Confirmed,10266,7,3,Travel Agent,30,71862
10284,1475,76,1425,2024-09-04,2024-10-03,2024-10-11,29,1,1,Half Board,Offline,Canceled,14445,8,1,Website,27,115560
10285,1144,11,953,2025-03-22,2025-05-04,2025-05-11,43,1,2,Half Board,Travel Agent,Checked Out,16647,7,2,Website,28,116529
10286,3896,34,454,2025-04-06,2025-05-03,2025-05-11,27,3,2,Full Board,Travel Agent,Confirmed,9231,8,1,Website,7,73848
10287,2303,34,162,2025-07-24,2025-08-05,2025-08-12,12,3,3,Half Board,Travel Agent,Confirmed,20280,7,5,Walk-in,30,141960
10288,4563,2,843,2024-07-15,2024-07-25,2024-08-05,10,4,3,Full Board,Offline,Canceled,7934,11,3,Website,27,87274
10289,3876,43,1141,2025-04-02,2025-04-20,2025-05-03,18,2,3,Half Board,Travel Agent,Canceled,20534,13,2,Walk-in,1,266942
10290,4603,62,141,2026-03-18,2026-06-09,2026-06-24,83,2,1,Breakfast,Online,Checked Out,14461,15,2,App,18,216915
10291,3343,17,887,2026-03-10,2026-05-11,2026-05-13,62,3,1,Full Board,Offline,Canceled,13775,2,2,Website,6,27550
10292,658,17,870,2025-10-19,2025-12-01,2025-12-09,43,4,2,Breakfast,Travel Agent,Checked Out,5706,8,3,App,23,45648
10293,830,31,1198,2024-10-22,2024-11-12,2024-11-15,21,2,3,Breakfast,Online,Canceled,6782,3,1,Walk-in,6,20346
10294,2561,66,1055,2025-09-01,2025-10-28,2025-10-29,57,2,0,Breakfast,Online,Canceled,23260,1,0,Website,15,23260
10295,1804,91,1022,2025-08-01,2025-08-12,2025-08-21,11,3,2,Full Board,Offline,Canceled,15638,9,0,Travel Agent,4,140742
