cancellation_id,booking_id,cancellation_date,cancellation_reason,refund_amount,refund_status,cancellation_source
1414,3338,2025-10-24,Health Issue,19227,Processed,Hotel
1415,4114,2025-01-14,Emergency,48225,Pending,Customer
1416,5311,2025-03-21,Personal Issue,7097,Pending,System
1417,1976,2024-06-22,Emergency,1504,Pending,Customer
1418,1857,2024-12-05,Personal Issue,42292,Pending,Customer
1419,1779,2025-12-08,Schedule Conflict,36619,Processed,System
1420,7036,2025-10-18,Personal Issue,11584,Pending,Customer
1421,10978,2025-05-22,Price Change,17756,Pending,Hotel
1422,295,2024-08-06,Travel Restriction,23855,Pending,Customer
1423,2974,2025-10-16,Health Issue,3915,Pending,Customer
1424,5274,2024-06-22,Personal Issue,43487,Processed,Hotel
1425,9717,2026-03-22,Price Change,11636,Pending,System
1426,6292,2025-02-12,Emergency,32916,Processed,System
1427,1679,2024-07-03,Travel Restriction,19571,Pending,Customer
1428,10550,2025-02-01,Personal Issue,31503,Pending,Customer
1429,4025,2025-10-08,Schedule Conflict,47477,Processed,Hotel
1430,11850,2024-11-20,Travel Restriction,12087,Processed,Hotel
1431,402,2024-12-03,Schedule Conflict,48605,Pending,Customer
1432,10805,2025-06-10,Emergency,11153,Processed,Customer
1433,1182,2025-05-25,Health Issue,43968,Pending,Customer
1434,4627,2025-03-09,Personal Issue,41541,Processed,Customer
1435,11255,2025-11-21,Price Change,40618,Processed,Customer
1436,9002,2025-12-23,Travel Restriction,27417,Processed,Customer
1437,2981,2024-10-17,Emergency,15584,Pending,System
1438,3944,2025-10-24,Health Issue,33154,Processed,Customer
1439,770,2025-09-04,Health Issue,9582,Pending,System
1440,10045,2025-09-07,Travel Restriction,30720,Pending,Customer
1441,10734,2026-02-23,Emergency,18712,Pending,System
1442,2949,2026-03-02,Travel Restriction,49941,Processed,Customer
1443,8658,2025-04-26,Price Change,35924,Pending,System
1444,11332,2025-04-15,Schedule Conflict,12707,Pending,Customer
1445,4482,2024-07-20,Travel Restriction,33284,Pending,System
1446,10346,2025-03-08,Health Issue,44420,Processed,Customer
1447,5252,2025-05-21,Emergency,28609,Processed,System
1448,3452,2024-10-14,Health Issue,44425,Processed,System
1449,5544,2024-07-23,Price Change,41956,Pending,Customer
1450,7142,2025-08-04,Price Change,49408,Processed,System
1451,10454,2025-03-20,Health Issue,35432,Processed,Customer
1452,9733,2025-10-25,Personal Issue,30414,Processed,System
1453,115,2026-02-03,Personal Issue,15561,Pending,System
1454,3003,2024-11-19,Schedule Conflict,21123,Processed,Hotel
1455,5216,2026-04-14,Emergency,27737,Pending,Customer
1456,5995,2025-09-02,Personal Issue,9846,Processed,System
1457,5943,2025-06-29,Personal Issue,13178,Processed,System
1458,3744,2026-01-08,Price Change,13056,Pending,Customer
1459,1158,2025-03-05,Emergency,36961,Processed,Hotel
1460,717,2024-10-08,Travel Restriction,36296,Processed,Hotel
1461,5872,2024-07-20,Personal Issue,8864,Pending,System
1462,9425,2025-04-20,Health Issue,25962,Processed,Customer
1463,11384,2024-05-31,Schedule Conflict,47521,Pending,System
1464,6471,2025-06-24,Schedule Conflict,27712,Processed,Customer
1465,11864,2024-08-26,Travel Restriction,32456,Pending,System
1466,8829,2025-01-25,Health Issue,11789,Processed,Hotel
1467,8716,2024-10-29,Health Issue,22561,Processed,Hotel
1468,2596,2024-11-25,Schedule Conflict,41099,Processed,System
1469,1995,2025-06-07,Schedule Conflict,1036,Pending,Customer
1470,5635,2025-04-08,Travel Restriction,16414,Pending,Customer
1471,10790,2025-12-25,Health Issue,23648,Processed,Hotel
1472,11131,2025-05-06,Health Issue,31491,Pending,System
1473,309,2024-09-14,Travel Restriction,11340,Processed,System
1474,195,2024-05-24,Price Change,42188,Processed,System
1475,2902,2024-07-13,Schedule Conflict,21436,Processed,Hotel
1476,9072,2025-01-08,Health Issue,9695,Processed,System
1477,9014,2025-01-16,Schedule Conflict,29698,Pending,Customer
1478,3695,2024-05-22,Schedule Conflict,46087,Pending,System
1479,2136,2024-11-23,Health Issue,47754,Pending,Hotel
1480,1509,2025-03-23,Price Change,46390,Processed,Customer
1481,2916,2025-08-07,Travel Restriction,27970,Processed,Hotel
1482,10669,2026-05-01,Emergency,25063,Pending,Hotel
1483,4627,2025-06-20,Price Change,37281,Processed,Customer
1484,9435,2025-06-23,Schedule Conflict,28173,Pending,Customer
1485,10654,2025-02-15,Personal Issue,46728,Processed,Hotel
1486,5243,2024-12-11,Health Issue,48664,Pending,Customer
1487,8109,2025-08-08,Health Issue,26003,Processed,Hotel
1488,4647,2025-08-15,Emergency,7406,Processed,Customer
1489,10138,2024-06-29,Travel Restriction,44495,Pending,Hotel
1490,5915,2024-06-23,Health Issue,44297,Processed,Hotel
1491,10201,2025-04-09,Emergency,32420,Processed,System
1492,2680,2026-03-22,Schedule Conflict,14725,Processed,System
1493,11921,2024-06-21,Travel Restriction,17571,Processed,Customer
1494,6188,2024-08-25,Schedule Conflict,22328,Processed,System
1495,8548,2026-03-02,Travel Restriction,44514,Processed,Customer
1496,1513,2025-12-03,Schedule Conflict,42973,Pending,Hotel
1497,6259,2026-04-29,Emergency,22960,Processed,System
1498,10952,2024-10-17,Personal Issue,36215,Pending,Customer
1499,10676,2024-06-20,Price Change,11967,Pending,System
1500,10038,2025-12-22,Travel Restriction,16265,Pending,System
1501,10218,2024-07-11,Price Change,9222,Pending,Hotel
1502,2535,2025-01-28,Emergency,22502,Processed,Hotel
1503,9114,2024-07-02,Personal Issue,30785,Pending,Customer
1504,8294,2024-08-08,Personal Issue,25006,Pending,System
1505,6902,2024-09-24,Price Change,48485,Pending,Customer
1506,2700,2024-05-14,Emergency,9555,Processed,Customer
1507,2750,2025-09-13,Emergency,11726,Processed,Customer
1508,4613,2024-10-18,Travel Restriction,17520,Pending,System
1509,8013,2024-07-01,Price Change,26718,Processed,Customer
1510,2402,2025-12-24,Price Change,37701,Pending,System
1511,10191,2024-06-04,Travel Restriction,18691,Pending,Hotel
1512,2040,2025-09-26,Schedule Conflict,30528,Pending,Customer
1513,4963,2025-09-18,Schedule Conflict,33924,Processed,System
1514,602,2024-10-24,Health Issue,42245,Pending,Hotel
1515,10984,2025-10-05,Price Change,21299,Processed,Customer
1516,8350,2026-01-23,Price Change,2085,Pending,Hotel
1517,3064,2025-01-13,Travel Restriction,5851,Pending,Customer
1518,8555,2026-02-19,Personal Issue,3972,Processed,Hotel
1519,4646,2024-05-19,Price Change,13821,Processed,Customer
1520,9293,2026-03-03,Emergency,44077,Pending,Customer
1521,8297,2024-12-14,Price Change,13415,Processed,Hotel
1522,4604,2024-11-17,Price Change,3950,Pending,Customer
1523,6213,2024-08-27,Price Change,26636,Pending,System
1524,4355,2024-12-18,Schedule Conflict,9073,Pending,Hotel
1525,8021,2025-06-02,Schedule Conflict,1557,Pending,System
1526,9512,2024-08-17,Personal Issue,31472,Pending,System
1527,4437,2026-03-19,Health Issue,19843,Pending,Customer
1528,10074,2025-07-12,Schedule Conflict,46857,Pending,System
1529,9371,2026-03-09,Health Issue,9403,Processed,System
1530,4781,2024-12-03,Emergency,26645,Processed,Hotel
1531,8942,2025-10-20,Personal Issue,14590,Processed,System
1532,7030,2025-06-02,Price Change,21322,Pending,Customer
1533,4191,2025-12-07,Schedule Conflict,8809,Processed,Customer
1534,6708,2026-01-05,Price Change,38417,Pending,Hotel
1535,8296,2024-07-13,Price Change,43102,Processed,System
1536,10031,2024-09-08,Price Change,27276,Processed,System
1537,8292,2024-09-27,Travel Restriction,38052,Pending,Customer
1538,9866,2024-07-24,Personal Issue,44306,Processed,Customer
1539,11333,2025-01-02,Health Issue,12047,Pending,Hotel
1540,9291,2026-02-08,Schedule Conflict,15358,Pending,Hotel
1541,2797,2026-04-29,Travel Restriction,43452,Processed,Hotel
1542,10335,2026-04-11,Health Issue,3480,Processed,System
1543,6112,2024-06-24,Schedule Conflict,30889,Processed,Customer
1544,7095,2025-02-20,Emergency,46298,Pending,Hotel
1545,8409,2025-06-22,Personal Issue,14805,Processed,System
1546,8985,2025-01-30,Personal Issue,15525,Processed,Customer
1547,10174,2026-03-27,Emergency,49166,Processed,Hotel
1548,10901,2024-11-20,Personal Issue,1395,Pending,System
1549,717,2025-09-29,Schedule Conflict,18152,Processed,Hotel
1550,9066,2025-04-11,Emergency,6797,Pending,Customer
1551,6941,2025-10-20,Emergency,49772,Processed,Customer
1552,10801,2026-02-26,Personal Issue,11366,Processed,System
1553,4731,2025-03-26,Personal Issue,15294,Processed,Customer
1554,8499,2024-07-10,Health Issue,9897,Pending,System
1555,7065,2025-05-01,Personal Issue,36114,Pending,Customer
1556,7785,2025-10-14,Health Issue,5765,Pending,System
1557,11126,2025-10-23,Schedule Conflict,17324,Processed,Hotel
1558,4992,2025-05-28,Emergency,1838,Processed,Customer
1559,2958,2026-01-31,Travel Restriction,42375,Pending,Hotel
1560,4872,2025-08-22,Emergency,42589,Processed,Hotel
1561,6869,2025-01-11,Price Change,14385,Processed,System
1562,1361,2024-10-19,Price Change,31948,Pending,System
1563,7288,2025-06-01,Emergency,1588,Processed,Hotel
1564,9624,2025-12-23,Price Change,3533,Pending,Customer
1565,4193,2026-04-29,Travel Restriction,49519,Pending,Hotel
1566,6176,2025-07-23,Personal Issue,40463,Pending,System
1567,2635,2025-05-24,Emergency,22842,Pending,System
1568,4239,2024-07-10,Travel Restriction,20510,Pending,Customer
1569,3949,2024-10-28,Emergency,47433,Pending,Hotel
1570,1911,2025-08-31,Travel Restriction,46971,Pending,Customer
1571,11738,2024-05-17,Price Change,22806,Pending,Customer
1572,2274,2025-01-11,Emergency,34960,Pending,Hotel
1573,4231,2025-07-16,Schedule Conflict,47769,Pending,Hotel
1574,9102,2025-02-17,Schedule Conflict,35787,Processed,Customer
1575,5208,2026-04-01,Schedule Conflict,38521,Pending,Customer
1576,4327,2024-06-12,Emergency,18211,Processed,Customer
1577,8539,2024-07-04,Price Change,47143,Processed,System
1578,2550,2025-05-17,Personal Issue,17414,Pending,System
1579,21,2026-05-08,Emergency,19728,Processed,Customer
1580,9670,2024-11-08,Emergency,37199,Processed,System
1581,6001,2025-12-20,Price Change,30001,Processed,Customer
1582,3983,2025-11-25,Price Change,14589,Processed,System
1583,1230,2025-02-28,Emergency,32383,Pending,Hotel
1584,7475,2025-05-05,Schedule Conflict,48064,Pending,Customer
1585,5535,2025-07-30,Travel Restriction,13736,Pending,System
1586,9588,2024-10-23,Health Issue,22399,Processed,Hotel
1587,6073,2026-02-16,Schedule Conflict,45416,Pending,Customer
1588,11129,2025-07-17,Personal Issue,3864,Pending,Hotel
1589,3898,2025-11-23,Emergency,46545,Processed,System
1590,6064,2024-09-23,Schedule Conflict,12284,Pending,Hotel
1591,755,2025-03-24,Price Change,41207,Processed,Hotel
1592,10941,2026-03-25,Price Change,33322,Pending,Customer
1593,3925,2026-04-17,Price Change,35839,Pending,Customer
1594,3823,2024-07-14,Emergency,20111,Processed,Hotel
1595,3752,2025-03-31,Schedule Conflict,26353,Processed,Hotel
1596,7138,2025-01-09,Price Change,27683,Pending,System
1597,2914,2024-09-06,Health Issue,12605,Pending,Customer
1598,1607,2024-05-10,Price Change,47573,Pending,Hotel
1599,6366,2026-04-24,Emergency,38177,Pending,Customer
1600,11628,2025-01-11,Travel Restriction,17125,Pending,System
1601,8926,2024-07-29,Health Issue,22175,Processed,Hotel
1602,3562,2026-02-06,Price Change,6355,Pending,System
1603,7470,2024-07-01,Price Change,33305,Pending,System
1604,4000,2025-11-24,Price Change,3022,Processed,Customer
1605,4841,2024-09-18,Personal Issue,13120,Processed,Customer
1606,11651,2026-01-13,Personal Issue,1170,Processed,System
1607,6556,2025-11-14,Travel Restriction,21115,Pending,Hotel
1608,5790,2025-11-23,Schedule Conflict,24481,Pending,System
1609,5789,2024-11-02,Schedule Conflict,7645,Processed,System
1610,146,2024-07-17,Emergency,26519,Pending,System
1611,2614,2025-01-04,Personal Issue,20803,Pending,System
1612,11695,2025-09-13,Personal Issue,10539,Pending,Customer
1613,4191,2025-06-06,Personal Issue,4914,Pending,Hotel
1614,10005,2024-11-25,Travel Restriction,49169,Processed,Customer
1615,5913,2025-12-23,Health Issue,13379,Processed,Customer
1616,10185,2025-06-07,Schedule Conflict,24200,Processed,Hotel
1617,8790,2026-01-30,Price Change,14442,Processed,System
1618,3562,2024-12-17,Emergency,45361,Pending,System
1619,3818,2026-03-25,Price Change,37287,Processed,Hotel
1620,9867,2026-02-03,Price Change,13415,Pending,Customer
1621,2477,2025-01-07,Price Change,29432,Pending,System
1622,4973,2025-11-04,Emergency,16279,Pending,System
1623,3314,2025-02-27,Price Change,8292,Processed,System
1624,2064,2025-02-11,Schedule Conflict,36846,Processed,Hotel
1625,9529,2024-08-10,Travel Restriction,46369,Pending,Customer
1626,1993,2026-01-04,Travel Restriction,47325,Processed,Hotel
1627,8592,2024-12-12,Personal Issue,1860,Pending,System
1628,4816,2026-04-09,Emergency,28612,Pending,Hotel
1629,1782,2026-04-11,Price Change,25503,Pending,Customer
1630,4487,2026-03-09,Health Issue,13855,Processed,Customer
1631,7184,2025-05-23,Personal Issue,28519,Pending,System
1632,5831,2024-09-25,Personal Issue,4476,Processed,System
1633,11440,2025-02-18,Personal Issue,15760,Pending,Customer
1634,4884,2025-12-04,Emergency,27187,Processed,Customer
1635,10252,2024-11-24,Travel Restriction,12422,Processed,Hotel
1636,11767,2024-06-25,Schedule Conflict,10186,Pending,System
1637,11845,2025-03-03,Emergency,7830,Pending,Hotel
1638,7055,2024-11-02,Health Issue,18682,Processed,Customer
1639,3950,2026-02-09,Personal Issue,32911,Pending,System
1640,9719,2024-07-21,Emergency,3695,Processed,Hotel
1641,1275,2025-12-08,Schedule Conflict,19334,Pending,Customer
1642,8079,2024-12-07,Travel Restriction,14816,Processed,Hotel
1643,7872,2024-07-28,Schedule Conflict,42991,Pending,Hotel
1644,7950,2024-09-14,Personal Issue,28530,Processed,Hotel
1645,1079,2024-06-19,Health Issue,37870,Processed,Customer
1646,9358,2024-10-15,Health Issue,9355,Processed,System
1647,9850,2025-03-08,Schedule Conflict,3826,Processed,Hotel
1648,1780,2026-01-01,Personal Issue,21668,Pending,System
1649,9748,2025-06-05,Price Change,6238,Processed,Customer
1650,234,2025-11-25,Personal Issue,20241,Pending,Customer
1651,1589,2026-04-22,Schedule Conflict,14255,Pending,Hotel
1652,8301,2025-02-19,Travel Restriction,18806,Pending,Customer
1653,9397,2025-10-12,Personal Issue,45160,Pending,System
1654,5581,2024-08-20,Health Issue,34410,Processed,Customer
1655,11928,2025-07-31,Schedule Conflict,39132,Pending,System
1656,9756,2025-07-03,Emergency,19542,Processed,Hotel
1657,7260,2025-11-11,Emergency,25207,Processed,Customer
1658,4010,2025-12-20,Personal Issue,11350,Pending,Hotel
1659,215,2026-01-28,Travel Restriction,33832,Processed,System
1660,3251,2025-08-26,Emergency,40690,Processed,System
1661,2992,2026-03-26,Travel Restriction,40704,Processed,Customer
1662,11406,2025-02-02,Personal Issue,18897,Pending,Customer
1663,4665,2024-06-27,Travel Restriction,10474,Pending,Customer
1664,11800,2026-01-17,Schedule Conflict,19736,Processed,Customer
1665,8183,2026-02-13,Price Change,44093,Pending,Customer
1666,8324,2025-10-05,Schedule Conflict,28263,Processed,System
1667,6337,2026-05-09,Health Issue,39227,Pending,System
1668,6744,2025-10-28,Emergency,44657,Processed,System
1669,3314,2025-08-17,Travel Restriction,2610,Processed,Hotel
1670,8687,2024-06-12,Personal Issue,25611,Processed,Customer
1671,1891,2024-09-08,Price Change,45072,Pending,Hotel
1672,4030,2025-04-16,Travel Restriction,14517,Pending,System
1673,3497,2025-04-27,Health Issue,8911,Processed,Hotel
1674,4450,2025-10-22,Emergency,37893,Pending,Customer
1675,1286,2024-12-13,Emergency,27656,Pending,Hotel
1676,11940,2024-12-09,Price Change,9540,Processed,Customer
1677,4406,2024-06-21,Price Change,2623,Pending,Hotel
1678,7618,2024-06-27,Health Issue,40920,Pending,System
1679,9031,2025-06-05,Health Issue,16113,Pending,Customer
1680,649,2024-09-13,Emergency,28296,Pending,Hotel
1681,8057,2025-07-19,Emergency,12453,Processed,Customer
1682,7567,2026-04-23,Personal Issue,22467,Pending,Hotel
1683,4596,2025-09-28,Price Change,10684,Pending,Customer
1684,7126,2025-10-16,Personal Issue,4506,Pending,System
1685,10437,2025-07-29,Emergency,45338,Processed,Customer
1686,3770,2026-04-05,Emergency,34324,Processed,Hotel
1687,5739,2026-04-28,Personal Issue,36483,Pending,Hotel
1688,8487,2024-06-23,Price Change,37332,Pending,System
1689,3345,2024-05-20,Health Issue,5180,Pending,System
1690,3844,2024-05-27,Emergency,31218,Pending,Customer
1691,3069,2025-01-07,Health Issue,1115,Processed,System
1692,8034,2025-10-10,Health Issue,30766,Processed,Hotel
1693,3520,2025-09-08,Travel Restriction,22557,Processed,Customer
1694,9047,2024-11-01,Personal Issue,39097,Processed,Customer
1695,11166,2025-01-18,Schedule Conflict,34003,Processed,Customer
1696,1498,2025-01-09,Personal Issue,5935,Pending,Customer
1697,7530,2026-04-11,Schedule Conflict,48038,Pending,Customer
1698,9485,2024-07-24,Emergency,44721,Pending,System
1699,7539,2024-05-15,Health Issue,1487,Processed,Customer
1700,3749,2024-08-15,Health Issue,3524,Processed,System
1701,6278,2025-06-25,Price Change,42427,Pending,Customer
1702,6626,2026-04-24,Schedule Conflict,15153,Processed,Customer
1703,1466,2025-08-27,Travel Restriction,18500,Processed,Hotel
1704,5533,2025-04-16,Emergency,3517,Pending,Customer
1705,6939,2024-05-24,Schedule Conflict,38966,Pending,Customer
1706,9147,2024-12-11,Emergency,32251,Processed,System
1707,2971,2024-07-02,Emergency,24485,Processed,Hotel
1708,10849,2024-08-10,Personal Issue,46478,Processed,Hotel
1709,8699,2024-12-06,Health Issue,7613,Processed,System
1710,7712,2024-05-11,Emergency,49400,Processed,Customer
1711,1160,2025-06-01,Health Issue,49871,Processed,System
1712,426,2025-12-03,Price Change,47432,Processed,Customer
1713,95,2025-11-08,Personal Issue,18752,Pending,System
1714,10533,2024-08-04,Schedule Conflict,33063,Processed,Hotel
1715,9087,2024-10-15,Travel Restriction,33623,Processed,Customer
1716,666,2024-07-31,Travel Restriction,40891,Pending,Hotel
1717,8521,2025-08-23,Price Change,13849,Pending,System
1718,10390,2024-09-06,Personal Issue,4083,Processed,Customer
1719,4513,2024-07-26,Schedule Conflict,32643,Processed,Customer
1720,9626,2024-10-31,Travel Restriction,24426,Pending,Hotel
1721,9667,2024-07-28,Schedule Conflict,41075,Pending,System
1722,3002,2024-08-02,Personal Issue,13067,Pending,Hotel
1723,504,2026-03-29,Personal Issue,46934,Pending,Customer
1724,10589,2024-10-20,Personal Issue,35958,Processed,Hotel
1725,1263,2026-03-09,Personal Issue,7727,Pending,Customer
1726,6665,2025-07-21,Health Issue,29987,Processed,Hotel
1727,6293,2024-07-08,Personal Issue,7591,Pending,Customer
1728,4249,2024-12-27,Emergency,6906,Processed,Customer
1729,6449,2025-03-27,Emergency,36250,Pending,Hotel
1730,65,2024-11-27,Price Change,33855,Pending,System
1731,886,2025-05-09,Price Change,6860,Processed,Customer
1732,4430,2024-05-15,Price Change,23318,Pending,System
1733,4023,2025-01-14,Travel Restriction,15661,Pending,System
1734,898,2025-07-13,Health Issue,28404,Pending,System
1735,7908,2025-08-24,Price Change,8683,Pending,Customer
1736,6628,2026-02-25,Health Issue,11610,Pending,System
1737,10557,2025-12-10,Emergency,31512,Pending,System
1738,1260,2025-08-15,Travel Restriction,21145,Pending,System
1739,5626,2025-01-21,Travel Restriction,15314,Processed,System
1740,7537,2025-07-29,Personal Issue,32426,Processed,System
1741,356,2025-05-01,Personal Issue,5971,Pending,Hotel
1742,7834,2025-09-06,Personal Issue,47333,Processed,System
1743,1330,2026-01-31,Schedule Conflict,7522,Pending,System
1744,11633,2025-06-18,Schedule Conflict,25182,Processed,Hotel
1745,8054,2025-06-21,Travel Restriction,7478,Processed,Hotel
1746,2487,2024-08-06,Health Issue,19156,Processed,Customer
1747,5320,2026-02-17,Price Change,47819,Processed,System
1748,5631,2025-04-21,Schedule Conflict,1166,Pending,Hotel
1749,8542,2024-07-03,Schedule Conflict,6159,Processed,Hotel
1750,2303,2026-01-19,Travel Restriction,4158,Pending,Customer
1751,7185,2025-09-10,Travel Restriction,36253,Pending,System
1752,9547,2024-08-23,Emergency,49884,Pending,Hotel
1753,1045,2025-01-29,Schedule Conflict,46355,Processed,Hotel
1754,10376,2025-11-15,Travel Restriction,9233,Pending,Customer
1755,6541,2025-01-04,Personal Issue,12018,Processed,Customer
1756,5064,2025-11-09,Emergency,30496,Processed,System
1757,616,2025-04-04,Travel Restriction,40194,Pending,Hotel
1758,11651,2024-10-26,Price Change,9966,Processed,Hotel
1759,10758,2024-12-10,Price Change,47822,Pending,System
1760,4786,2025-01-13,Schedule Conflict,23038,Pending,Customer
1761,6475,2026-01-29,Emergency,10639,Pending,Hotel
1762,841,2025-07-25,Health Issue,7510,Processed,Hotel
1763,9367,2024-08-05,Schedule Conflict,5565,Pending,System
1764,1238,2025-04-23,Personal Issue,20145,Pending,System
1765,5487,2024-08-04,Emergency,22678,Pending,System
1766,1692,2025-10-27,Personal Issue,46399,Pending,System
1767,4649,2025-06-08,Emergency,49261,Processed,Customer
1768,3918,2025-04-09,Price Change,20775,Processed,Hotel
1769,1743,2024-09-21,Price Change,34933,Pending,System
1770,8959,2024-08-16,Price Change,32237,Pending,System
1771,10410,2024-09-13,Travel Restriction,49051,Processed,Customer
1772,8934,2026-02-03,Price Change,6101,Pending,System
1773,9482,2024-05-24,Health Issue,49585,Pending,System
1774,3301,2024-12-26,Personal Issue,47436,Processed,Hotel
1775,1836,2024-06-18,Personal Issue,47380,Processed,Customer
1776,6263,2026-01-12,Personal Issue,18605,Pending,Customer
1777,9679,2025-01-28,Health Issue,30589,Pending,Customer
1778,2945,2025-12-14,Emergency,39917,Processed,Hotel
1779,6483,2025-11-25,Personal Issue,44628,Pending,System
1780,3943,2025-03-15,Personal Issue,1862,Pending,Hotel
1781,6110,2024-12-01,Health Issue,4247,Processed,Customer
1782,10210,2025-12-02,Personal Issue,48475,Processed,Customer
1783,1851,2024-08-07,Travel Restriction,13681,Pending,Hotel
1784,8686,2025-07-29,Schedule Conflict,27731,Processed,Hotel
1785,8262,2026-02-10,Travel Restriction,40862,Pending,Customer
1786,3754,2024-06-02,Travel Restriction,23305,Pending,Customer
1787,11948,2024-09-23,Travel Restriction,28679,Pending,Customer
1788,3299,2024-08-10,Personal Issue,12611,Processed,Customer
1789,2627,2024-07-24,Emergency,39908,Processed,System
1790,8190,2024-06-13,Travel Restriction,37829,Processed,System
1791,2684,2024-06-10,Travel Restriction,18943,Processed,Customer
1792,6385,2024-09-12,Price Change,18959,Processed,Customer
1793,5807,2025-05-23,Travel Restriction,36693,Processed,System
1794,7144,2025-07-29,Travel Restriction,45030,Processed,Hotel
1795,8615,2025-12-24,Health Issue,9144,Pending,Hotel
1796,5208,2025-06-25,Health Issue,13286,Processed,System
1797,8441,2025-12-25,Personal Issue,45420,Pending,Customer
1798,3473,2025-02-08,Emergency,19187,Pending,System
1799,2105,2025-01-07,Travel Restriction,4564,Pending,Hotel
1800,8522,2026-01-02,Emergency,27556,Pending,Hotel
1801,9087,2025-09-26,Personal Issue,24786,Pending,Customer
1802,11921,2024-05-12,Price Change,34359,Processed,System
1803,10128,2025-09-08,Personal Issue,31815,Pending,System
1804,3987,2025-01-07,Personal Issue,16179,Pending,Customer
1805,11068,2024-10-01,Price Change,27955,Processed,System
1806,1506,2024-06-15,Travel Restriction,11059,Processed,System
1807,6447,2025-08-27,Price Change,31781,Pending,Customer
1808,9439,2026-03-10,Travel Restriction,20671,Pending,Hotel
1809,11677,2025-04-22,Schedule Conflict,2496,Processed,Customer
1810,1260,2024-10-13,Schedule Conflict,25987,Pending,System
1811,9887,2025-09-27,Personal Issue,15363,Pending,System
1812,833,2025-12-26,Personal Issue,12840,Pending,Customer
1813,115,2025-01-11,Personal Issue,12199,Pending,Customer
1814,3688,2024-12-08,Travel Restriction,39069,Processed,System
1815,1852,2025-11-27,Personal Issue,7322,Processed,System
1816,5546,2026-01-03,Personal Issue,17617,Processed,Customer
1817,9539,2026-04-08,Travel Restriction,31378,Processed,System
1818,3761,2024-12-08,Health Issue,15619,Processed,System
1819,11357,2026-01-27,Travel Restriction,12380,Processed,Hotel
1820,7466,2024-11-15,Travel Restriction,11189,Processed,Hotel
1821,10430,2025-01-25,Personal Issue,16926,Pending,System
1822,8619,2024-06-06,Emergency,12132,Pending,Hotel
1823,4486,2024-08-06,Health Issue,19737,Pending,System
1824,11817,2026-04-26,Travel Restriction,33658,Processed,Hotel
1825,7840,2025-02-10,Personal Issue,6485,Processed,System
1826,402,2026-01-16,Personal Issue,30683,Processed,Hotel
1827,6319,2026-03-03,Emergency,41110,Processed,Hotel
1828,9885,2026-03-18,Travel Restriction,40363,Pending,System
1829,9589,2026-02-15,Price Change,45527,Processed,System
1830,4673,2026-04-23,Health Issue,46762,Processed,Customer
1831,98,2025-10-07,Personal Issue,14304,Processed,Customer
1832,1308,2025-04-01,Health Issue,33116,Pending,System
1833,6672,2025-12-30,Personal Issue,11680,Processed,Hotel
1834,7835,2025-06-11,Schedule Conflict,38934,Pending,Hotel
1835,1935,2024-09-29,Emergency,4399,Pending,Hotel
1836,2136,2025-06-17,Travel Restriction,48668,Pending,System
1837,4475,2025-02-28,Price Change,45802,Pending,Customer
1838,9431,2024-07-22,Emergency,25401,Processed,Hotel
1839,2629,2025-01-24,Price Change,8166,Processed,Customer
1840,9886,2024-07-10,Emergency,1496,Pending,Customer
1841,179,2024-10-29,Price Change,35355,Processed,Customer
1842,1176,2025-08-12,Health Issue,27823,Pending,Customer
1843,6517,2025-04-07,Schedule Conflict,27917,Processed,Hotel
1844,7460,2025-01-16,Schedule Conflict,45530,Processed,Hotel
1845,8405,2025-10-08,Price Change,10494,Pending,Customer
1846,537,2025-12-10,Travel Restriction,16771,Pending,System
1847,9163,2024-10-25,Health Issue,10139,Processed,System
1848,168,2025-04-10,Personal Issue,5032,Processed,System
1849,2198,2026-05-05,Schedule Conflict,26650,Pending,Customer
1850,9139,2025-04-21,Schedule Conflict,35130,Pending,Customer
1851,1702,2024-08-05,Emergency,44846,Processed,Hotel
1852,2751,2026-05-03,Schedule Conflict,17290,Processed,System
1853,3714,2025-09-16,Travel Restriction,18686,Processed,System
1854,4726,2025-10-11,Personal Issue,47871,Pending,System
1855,1756,2026-03-30,Schedule Conflict,34039,Processed,System
1856,8046,2026-01-09,Health Issue,31930,Processed,Customer
1857,11602,2024-08-04,Personal Issue,32122,Pending,System
1858,5338,2024-06-29,Travel Restriction,38821,Pending,Hotel
1859,7986,2025-09-30,Emergency,16034,Processed,System
1860,6041,2026-03-19,Personal Issue,17484,Pending,Customer
1861,4015,2025-09-02,Health Issue,41627,Processed,Hotel
1862,3058,2025-03-31,Personal Issue,35049,Processed,System
1863,5879,2024-12-23,Personal Issue,6087,Processed,Customer
1864,6849,2025-12-16,Travel Restriction,37770,Pending,Hotel
1865,8360,2025-10-18,Price Change,7107,Pending,Hotel
1866,10258,2025-04-18,Health Issue,7981,Pending,Hotel
1867,8511,2024-09-16,Health Issue,37117,Processed,System
1868,976,2025-04-16,Schedule Conflict,38332,Pending,System
1869,872,2025-03-20,Schedule Conflict,20896,Processed,Hotel
1870,3283,2025-02-24,Schedule Conflict,25645,Pending,Hotel
1871,3309,2025-03-14,Price Change,5978,Processed,System
1872,345,2025-01-22,Travel Restriction,12170,Processed,Hotel
1873,88,2025-05-19,Personal Issue,48823,Processed,System
1874,9082,2025-10-01,Schedule Conflict,42982,Pending,Customer
1875,3107,2025-12-11,Personal Issue,48112,Processed,Hotel
